Most Popular Drama,Drama Rank,Drama Name,Original Language - Year of Release,Overview,Episodes,MDL Rating
821,#882,The Veil,Korean Drama - 2021,"In this spy series, top NIS agent Ji Hyuk seeks to uncover a traitor, unveiling a larger threat. His memory loss leads him to a minor task team, where he meets Je Yi and a compassionate Seo Soo Yeon. Together, they navigate…",12 episodes,8.3
822,#9374,YYY,Thai Drama - 2020,"Nott, a handsome inventor lives in an all-boys apartment owned by Porpla, the yaoi fan owner. One day one of Nott's inventions causes an electrical fire destroying Porpla's Yaoi Cds. She decides to kick him out, when…",6 episodes,7.0
823,#6744,Oh! My Lady,Korean Drama - 2010,"A spunky 35-year-old housewife, Yoon Gae Hwa, takes on the job of manager to prickly top star Sung Min Woo in order to earn enough money to regain custody of her child from her ex-husband. Romantic hijinks and hilarity…",16 episodes,7.4
824,#1749,Can You Hear My Heart,Korean Drama - 2011,"Family relationships can be complicated and tortured. Bong Woo Ri is a loving, dutiful daughter who does her best to accommodate the needs of her deaf mother and mentally challenged stepfather. After a tragedy that takes…",30 episodes,8.1
825,#8781,Step by Step,Thai Drama - 2023,"Jeng is a fierce digital marketing manager despised by his subordinates in the company. As son of the owner, there's little he can do about it. Pat studied abroad in LA before coming to work as an enthusiastic new member…",12 episodes,7.1
826,#8541,Love Class,Korean Drama - 2022,"Cha Ji Woo is a second-year student of Mass Communication and Journalism. He is short in stature and very gentle in nature. He is also besotted with Bae Yu Na, one of his classmates. However, she is being stalked by…",6 episodes,7.1
827,#5506,Skip Beat!,Taiwanese Drama - 2011,"High school graduate Gong Xi gives up her chances to go to university in order to support her childhood friend and romantic goal, Bu Po Shang, in his pop idol career. Upon arriving in Taipei, Gong Xi starts working on…",15 episodes,7.5
828,#2460,Island Part 2,Korean Drama - 2023,"Won Mi Ho is the only child of a father who runs the Daehan Group. She is arrogant and selfish, but she also looks sad. One day, she makes big trouble. Because of this, her father banishes her to Jeju Island. She is…",6 episodes,8.0
829,#4469,Our Skyy 2,Thai Drama - 2023,"Eight-part anthology series that continues the stories of Tian and Phupha (A Tale of Thousand Stars), Pran and Pat (Bad Buddy), Khabkluen and Daonuea (Star and Sky: Star in My Mind), Nuengdiao and Palm (Never Let me…",16 episodes,7.7
830,#6141,You're My Sky,Thai Drama - 2022,"Thorn is a first-year college student who loves playing basketball and dreams of becoming a high-level player. Although he is committed to success, he is reunited with Tupfah, an older former basketball player whom he…",12 episodes,7.5
831,#130,Meet Yourself,Chinese Drama - 2023,"Xu Hong Dou is a woman who has worked in the hotel industry for most of her adult life. She is every inch the big-city woman, but her life hits a sudden bump in the road. Her best female friend has died, sending her…",40 episodes,8.8
832,#588,"Love Me, Love My Voice",Chinese Drama - 2023,"A university student has another identity - online she is ""Sheng Sheng Man"" who does music for the historical genre. Although she is still a nobody, it doesn't stop her from dreaming of the day she can collaborate with…",33 episodes,8.5
833,#878,The Good Detective,Korean Drama - 2020,"When doubts arise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths. Kang Do Chang is an 18-year veteran detective who, one day, arrests…",16 episodes,8.3
834,#9287,Hierarchy,Korean Drama - 2024,"Jooshin High School is the most prestigious school in South Korea. The school was established by the conglomerate Jooshin Group. Normally, only students who are chosen at birth to attend Jooshin High School are allowed.…",7 episodes,7.0
835,#3035,Kimi ni wa Todokanai.,Japanese Drama - 2023,"""No matter how much time we spend together, I’ll never become special to you."" Childhood best friends. Two halves of a whole. The cool, smart one who’s good at almost everything, and his average, dorky friend who…",8 episodes,7.9
836,#2069,The Package,Korean Drama - 2017,"Yoon So So relocates to France with her college boyfriend, defying her parents' wishes. However, he heartlessly abandons her and returns to Korea. To remain in France for her Ph.D., So So becomes a tour guide specializing…",12 episodes,8.0
837,#5882,Zettai Kareshi,Japanese Drama - 2008,"Robot maker, Kronos Heaven, finally develops ""Night Tenjo"", the perfect male humanoid programmed to be devoted and completely loyal to his lover. The company chooses temp worker Izawa Riiko to take part in a 5-day free…",11 episodes,7.5
838,#7309,The Shipper,Thai Drama - 2020,"Pan and Soda, two fujoshi girls like to imagine boy couples getting together. The two that they both like to partner up are two best friends in the school: Way, the cool athlete, and Kim, an outstanding student. Although…",12 episodes,7.3
839,#3508,Switched,Japanese Drama - 2018,"A popular teenager inexplicably finds herself in the body of an unpopular classmate - and her body's new owner has no intention of switching back. The series centers on Ayumi Kohinata, a first-year high school student…",6 episodes,7.8
840,#2142,Be With You,Chinese Drama - 2020,"A young cartoonist intentionally gets near Ji Yan Xin, a cold and arrogant professor. Qi Nian, a girl with a straightforward personality hopes that interacting with Ji Yan Xin would give her inspiration and creative…",24 episodes,8.0
841,#5245,Nightmare Teacher,Korean Drama - 2016,"When a new teacher arrives, students' dreams begin to come true. Ye Rim, the class president, has to solve the bizarre and scary mystery before it's too late.",12 episodes,7.6
842,#9589,Blade Man,Korean Drama - 2014,"Hong Bin is an arrogant man with an anger problem. He runs a game company, and the employees all fear him. He is always angry, and his sense of smell has gotten more sensitive. His secretary hasn't told him what happens…",18 episodes,6.9
843,#1928,Wandee Goodday,Thai Drama - 2024,"Because of a broken heart and drunkenness, Dr. Wandee goes from darling to daring, entangling himself with Muay Thai fighter Yoryak Phadetseuk. A one-night stand somehow turns into a fan (boyfriends) with benefits relationship.…",12 episodes,8.1
844,#6488,Love Mate,Korean Drama - 2023,"As a team leader, Seo Lee Joon is anything but soft. A leader at So What Media, Lee Joon’s content production team is one of the company’s best but by demanding the best from his team, he’s developed a reputation…",8 episodes,7.4
845,#612,Unknown,Taiwanese Drama - 2024,"Wei Qian has been the breadwinner of his family since he lost his parents at a young age. Besides providing for his biological little sister, Wei Li Li, he has also adopted Wei Zhi Yuan as his little brother. Wei Qian…",12 episodes,8.4
846,#677,Lost Romance,Taiwanese Drama - 2020,"Zheng Xiao En works as an editor of romance novels at a publishing company, and secretly dreams about falling in love with a CEO. When she isn’t working, she spends her days daydreaming about He Tian Xing, the handsome…",20 episodes,8.4
847,#336,"3 Nen A Gumi: Ima kara Mina-san wa, Hitojichi Desu",Japanese Drama - 2019,"With graduation 10 days away, homeroom teacher Hiiragi gathers all 29 students of class 3-A and proclaims them as his hostages. His last lesson regards the death of a student that passed away a few months before. Nobody…",10 episodes,8.6
848,#4818,Pasta,Korean Drama - 2010,Seo Yoo Kyung endured the gruelling job of kitchen assistant at high-class restaurant La Sfera for three years in hopes of being promoted to chef. Things are looking up as she meets a handsome stranger on the street…,20 episodes,7.6
849,#2461,The Universe’s Star,Korean Drama - 2017,"Byul is a female Grim Reaper whose job is to guide dead souls to the afterworld. When she meets her favorite singer Woo Joo, who is expected to die soon, she decides to save him. In the process, she discovers the light…",21 episodes,8.0
850,#2174,Before We Get Married,Taiwanese Drama - 2019,"Zhou Wei Wei is about to marry her successful, devoted fiancé. And Chu Ke Huan's girlfriend of ten years is hoping to tie the knot with him. There’s just one hitch, Wei Wei and Ke Huan are starting to develop feelings…",13 episodes,8.0
851,#3241,Love Designer,Chinese Drama - 2020,"Because of a lawsuit, fashion designer Zhou Fang meets Song Lin. They're mismatched from the start but forced to cooperate due to interdependence in their lives and work. Having two hard-headed people together is bound…",45 episodes,7.8
852,#4812,GAP,Thai Drama - 2022,"Long after Sam first came to Mon's rescue when they were kids, Sam is unambiguously Mon's idol. In order to be near her, Mon gets a job working under her. When they finally meet again at the office, Mon is surprised…",12 episodes,7.6
853,#3973,Oh! My Emperor,Chinese Drama - 2018,"Luo Fei Fei, a 21st-century doctor, was unexpectedly transported to the mysterious ancient nation of Huang Dao, the kingdom of the Zodiac. By chance, it happened to be the monarch rotation system among the twelve constellations…",21 episodes,7.7
854,#2971,Be My Boyfriend,Korean Drama - 2021,"A nobody, Lee Seung Min, is the epitome of an ordinary Joe. He has a crush on the most popular girl in school, Oh Ji Na, an idol trainee. Then, one day, Oh Ji Na proposes that they start a fake relationship! Can Ji Na…",15 episodes,7.9
855,#500,Rebel: Thief Who Stole the People,Korean Drama - 2017,"“The culprit who is posing as a royal official is not stealing wealth. He is stealing the hearts and minds of your people, Your Majesty.” There was a divisive figure in the Joseon Dynasty who was a hero to the people…",30 episodes,8.5
